,Lat,Lng,Price,Tempature (C),ZipCode
3162,35.39,-118.99,109000,6.52,93305
3168,38.29,-122.28,537400,12.37,94559
3173,37.92,-122.07,545800,12.4,94597
3176,37.72,-122.48,943800,12.08,94132
3177,33.97,-118.35,373400,15.87,90302
3182,35.77,-119.25,128200,11.77,93215
3201,37.33,-120.51,169700,14.0,95348
3202,33.88,-117.99,462700,15.78,90621
3209,34.0,-118.04,469600,16.0,90601
3219,37.24,-121.96,1233700,12.09,95032
3220,34.07,-117.9,519500,15.84,91791
3222,33.6,-117.26,326800,16.27,92595
3231,34.18,-119.22,594800,16.19,93035
3241,37.57,-122.05,626600,12.1,94555
3252,38.01,-121.37,221400,13.37,95219
3270,33.89,-118.35,470600,15.87,90260
3272,36.65,-120.0,108600,13.32,93706
3289,33.94,-117.19,283900,16.57,92555
3296,37.31,-121.96,870000,12.09,95117
3319,37.91,-122.05,519600,12.14,94596
3335,34.07,-117.7,357100,15.74,91763
3340,34.28,-119.17,500900,16.19,93004
3347,33.16,-117.24,450100,15.73,92081
3350,34.11,-118.15,918100,15.56,91030
3355,34.13,-118.03,711500,15.56,91006
3362,33.85,-118.15,515600,15.82,90712
3370,34.15,-118.14,545500,15.56,91101
3376,38.79,-121.24,275700,12.0,95677
3383,34.44,-119.73,897800,15.61,93105
3385,38.54,-122.81,504300,11.76,95492
3391,33.94,-118.04,449400,15.82,90605
3402,34.23,-118.25,692200,15.33,91214
3413,34.45,-118.54,451300,14.59,91354
3426,36.98,-121.89,755400,12.67,95003
3429,33.73,-117.79,541400,15.95,92782
3458,34.03,-118.47,903100,16.0,90404
3470,38.64,-121.51,234500,12.89,95834
3471,32.68,-117.05,271200,15.25,92139
3473,38.56,-121.49,465500,12.88,95818
3483,37.55,-122.33,1368300,12.09,94402
3485,34.07,-118.14,600300,15.83,91803
3494,33.46,-117.64,631900,16.38,92673
3499,37.84,-122.26,876800,12.4,94609
3501,37.48,-122.21,976300,12.1,94063
3506,37.63,-122.1,422800,12.09,94545
3517,33.59,-117.7,438700,16.06,92653
3519,34.16,-116.43,156400,17.55,92284
3531,37.42,-122.3,1536400,12.1,94062
3538,34.57,-118.02,238100,12.37,93552
3551,34.16,-118.6,680800,15.93,91364
3555,33.64,-117.59,478100,16.25,92679
3562,38.24,-122.04,328000,12.63,94585
3570,33.86,-118.4,1292200,15.69,90254
3580,34.13,-118.21,760100,15.53,90041
3582,36.77,-119.76,140400,13.32,93703
3584,37.95,-122.03,292100,12.4,94518
3585,38.27,-121.3,276500,13.43,95632
3595,38.54,-121.74,390700,13.22,95618
3605,34.43,-118.45,304900,14.31,91351
3606,34.06,-118.04,441700,15.55,91733
3610,37.88,-122.07,461000,12.14,94595
3611,33.93,-118.25,344800,15.81,90059
3622,37.74,-122.17,381200,12.14,94603
3633,36.67,-121.66,419500,12.99,93901
3652,38.52,-121.44,192500,12.88,95824
3672,33.67,-116.18,177700,21.59,92236
3675,38.13,-121.33,266900,13.44,95242
3677,33.74,-117.75,608500,16.22,92602
3691,34.25,-118.28,494400,14.59,91042
3695,33.82,-118.23,407000,15.81,90810
3708,34.15,-116.06,94400,21.73,92277
3734,40.79,-124.16,222000,10.0,95501
3744,33.77,-117.89,584400,15.89,92706
3752,37.79,-122.19,642300,12.14,94619
3760,33.8,-116.93,179000,16.87,92583
3792,34.15,-118.37,631400,15.72,91602
3799,40.46,-122.33,154500,11.47,96007
3802,33.68,-117.83,509300,16.0,92614
3820,33.69,-117.79,609700,16.05,92604
3821,38.59,-121.38,311100,12.89,95864
3828,33.75,-117.47,440800,16.36,92883
3836,40.76,-124.16,212000,10.01,95503
3852,38.44,-122.67,493700,12.35,95405
3859,38.16,-122.28,201000,12.1,94589
3864,36.68,-121.79,432900,13.0,93933
3882,34.05,-118.53,2027000,15.77,90272
3897,33.11,-117.29,573500,15.73,92011
3901,36.6,-119.44,158000,13.2,93654
3914,34.2,-118.6,394600,15.0,91303
3923,34.58,-117.42,148900,13.69,92301
3930,32.8,-117.03,319700,15.54,92119
3947,34.35,-119.07,366800,15.65,93060
3948,33.85,-118.11,538200,15.82,90713
3952,34.24,-118.55,458300,15.0,91324
3956,34.2,-118.33,557500,15.7,91504
3964,38.47,-121.34,304600,13.0,95829
3965,33.8,-118.0,372000,15.78,90680
3968,37.3,-121.81,576500,12.09,95121
3979,34.0,-118.31,498300,15.81,90062
3994,34.14,-118.66,504800,15.93,91302
4009,34.05,-117.47,302800,15.5,92337
4012,37.76,-122.19,371100,12.14,94621
4013,32.58,-117.11,505500,15.09,91932
4018,37.81,-122.27,842200,12.14,94612
4019,37.39,-121.88,755000,12.17,95131
4035,33.55,-117.62,509000,16.25,92694
4040,34.13,-117.86,475700,15.7,91740
4043,38.1,-122.58,498300,12.1,94947
4046,37.97,-122.29,412200,12.08,94803
4049,34.56,-117.35,169000,13.92,92394
4056,34.12,-118.76,450000,15.63,91301
4074,35.29,-120.68,559300,13.23,93405
4079,33.77,-118.15,610400,15.82,90814
4080,33.9,-118.32,488700,15.81,90249
4083,34.02,-117.9,352800,15.84,91792
4089,34.09,-118.41,1655900,15.8,90210
4106,33.8,-118.3,383600,15.87,90710
4108,36.57,-119.62,142000,13.34,93662
4117,37.23,-120.51,141500,14.0,95341
4125,37.64,-120.97,212200,12.97,95354
4127,34.14,-117.66,559200,15.53,91784
4129,33.78,-117.98,559200,15.78,92841
4131,37.68,-122.13,531200,12.16,94580
4139,33.79,-118.32,570300,15.87,90717
4142,34.15,-117.84,543100,15.7,91741
4143,38.61,-121.44,189400,12.89,95815
4151,34.18,-118.46,541900,14.94,91411
4152,33.99,-117.52,366300,15.5,91752
4160,37.6,-122.4,1097300,12.08,94030
4175,32.68,-117.17,1301200,15.5,92118
4192,39.3,-120.97,367800,8.76,95959
4207,37.87,-122.26,864600,12.4,94704
4219,33.9,-117.91,450600,16.0,92835
4227,34.14,-117.3,224000,15.09,92405
4267,34.17,-118.27,610500,15.82,91202
4278,37.86,-122.27,912800,12.4,94703
4286,33.8,-118.06,585900,15.82,90720
4314,33.82,-117.52,352700,16.36,92881
4371,32.73,-117.03,416900,15.5,91945
4374,34.05,-118.11,548500,15.82,91755
4380,39.09,-121.55,144200,12.75,95961
4431,38.57,-121.33,254200,12.89,95827
4443,33.98,-118.07,438600,16.0,90606
4448,34.17,-118.16,606200,15.56,91103
4452,33.74,-118.31,507800,15.87,90732
4456,36.62,-121.92,817500,13.0,93950
4472,37.39,-122.02,937600,12.09,94085
4473,34.04,-118.74,1759100,15.64,90265
4491,34.09,-117.86,358300,15.84,91724
4508,34.04,-118.27,867400,15.81,90015
4518,37.39,-121.96,907100,12.09,95054
4529,32.63,-116.94,392800,15.09,91915
4534,36.53,-119.39,133400,12.83,93618
4539,34.19,-118.3,559900,15.65,91501
4564,37.83,-121.92,982100,12.5,94506
4569,34.17,-118.29,718500,15.74,91201
4571,37.89,-122.3,929100,12.4,94706
4575,38.68,-121.74,313300,13.25,95776
4577,37.35,-122.09,2731700,12.0,94024
4583,34.2,-118.64,454700,15.3,91307
4595,38.57,-121.44,488400,12.89,95819
4597,39.12,-121.09,334600,11.14,95949
4599,35.03,-120.49,594500,13.19,93444
4603,34.12,-118.09,791800,15.56,91775
4614,34.87,-118.34,175900,7.52,93560
4622,33.87,-117.93,507300,15.84,92832
4624,34.16,-119.2,324100,16.19,93041
4631,38.62,-122.86,626800,11.2,95448
4640,37.48,-121.16,226700,13.24,95363
4643,33.88,-117.23,239300,16.51,92551
4644,34.15,-117.58,312700,15.54,91737
4659,33.97,-118.03,483900,16.0,90602
4662,33.7,-117.82,524600,16.0,92606
4663,37.4,-122.0,1209100,12.09,94089
4668,37.37,-121.86,544300,12.09,95133
4672,33.79,-117.88,407400,15.89,92868
4674,39.61,-121.58,158100,11.16,95965
4679,33.86,-118.26,407300,15.81,90746
4696,37.87,-122.29,880300,12.4,94702
4698,34.45,-119.26,607600,13.94,93023
4722,34.07,-117.78,380200,15.7,91768
4769,38.92,-119.99,337500,3.27,96150
4773,33.96,-118.12,549600,15.82,90240
4795,34.14,-117.96,420300,15.63,91010
4813,32.73,-117.23,842100,15.67,92106
4819,38.74,-121.19,531600,12.0,95746
4836,34.29,-118.44,421500,14.88,91340
4853,37.44,-122.15,2317600,12.09,94301
4860,33.92,-117.55,410900,16.33,92860
4866,34.07,-117.4,258500,15.31,92316
4875,34.08,-118.04,462800,15.56,91731
4885,34.17,-118.32,712000,15.74,91506
4898,37.74,-122.46,1321600,12.08,94127
4916,33.62,-117.79,697700,16.0,92603
4927,37.73,-120.94,212500,12.99,95367
4943,33.92,-118.41,978400,15.71,90245
4959,33.92,-118.27,358300,15.81,90061
4963,34.26,-118.34,502300,14.64,91040
4972,33.62,-117.09,304200,15.91,92596
4989,38.44,-121.81,341300,13.12,95620
5001,39.44,-123.77,391000,9.0,95437
5004,38.0,-122.29,417200,12.08,94564
5010,37.79,-122.41,1667900,12.15,94108
5011,32.56,-117.04,247300,15.09,92173
5040,37.38,-122.13,2233900,12.09,94022
5042,33.86,-117.75,479200,16.05,92808
5050,37.84,-122.24,1150100,12.14,94618
5062,37.88,-122.17,1175100,12.14,94563
5077,33.91,-118.24,333800,15.81,90222
5104,33.94,-118.33,492500,15.81,90303
5119,34.02,-118.4,1079900,15.8,90232
5133,37.3,-121.76,733000,12.09,95135
5156,34.12,-117.32,188500,15.09,92411
5161,36.76,-121.67,365000,12.79,93907
5181,34.43,-119.68,898500,15.6,93103
5203,38.98,-121.09,309600,11.24,95602
5225,34.09,-117.88,460900,15.84,91723
5232,37.69,-122.15,535300,12.16,94579
5244,33.99,-117.37,298000,15.3,92501
5246,33.09,-117.11,556800,15.67,92029
5267,33.25,-117.01,528000,15.78,92082
5276,33.88,-117.73,435900,16.06,92887
5279,33.6,-117.87,1453600,16.0,92625
5281,34.22,-118.21,1244200,15.53,91011
5288,34.48,-118.63,452400,14.55,91384
5293,33.94,-117.99,493400,15.94,90603
5295,33.69,-117.3,273100,16.31,92532
5326,37.39,-122.08,1698000,12.09,94041
5333,32.97,-117.25,1124500,15.67,92014
5360,33.75,-117.17,240200,16.47,92585
5369,38.12,-122.57,616300,12.1,94945
5374,33.96,-118.44,684600,15.8,90293
5393,40.37,-122.34,182300,11.49,96022
5415,38.55,-121.46,331500,12.88,95817
5430,34.04,-117.99,425500,15.84,91746
5434,34.16,-117.4,349100,15.25,92377
5439,33.83,-117.85,365400,16.06,92865
5445,36.62,-119.73,111200,13.33,93725
5448,40.4,-120.65,119900,3.0,96130
5457,34.06,-118.4,1416900,16.0,90212
5471,33.77,-117.97,399100,15.78,92844
5487,33.99,-118.19,415200,15.82,90270
5500,37.34,-121.9,711700,12.09,95110
5502,37.75,-121.13,322000,13.48,95366
5509,34.45,-119.8,611100,15.21,93111
5519,35.65,-119.45,113900,11.0,93280
5522,39.93,-122.2,146000,12.02,96021
5534,34.4,-119.52,599100,15.59,93013
5539,37.82,-121.28,257800,13.3,95330
5553,33.96,-118.33,554200,15.81,90305
5554,34.44,-119.76,705000,15.34,93110
5559,33.94,-118.36,462100,15.79,90304
5560,32.85,-115.57,149400,24.64,92251
5565,32.99,-117.26,902800,15.67,92075
5576,37.79,-122.39,1670400,12.15,94105
5583,34.47,-118.53,405800,14.59,91390
5608,37.48,-122.45,882100,12.1,94019
5609,34.14,-118.16,923700,15.56,91105
5610,37.86,-122.25,1095200,12.4,94705
5614,39.34,-120.17,416900,1.81,96161
5628,33.84,-118.08,359800,15.82,90715
5648,34.19,-118.23,813800,15.53,91208
5691,35.32,-120.83,487300,13.24,93402
5703,36.76,-119.81,154600,13.32,93728
5720,32.83,-116.75,499200,15.09,91901
5722,33.83,-118.29,361200,15.81,90502
5725,36.73,-120.07,139300,13.59,93630
5730,37.98,-122.57,876000,12.09,94960
5732,34.14,-118.26,446700,15.82,91204
5736,34.42,-117.41,192600,14.09,92344
5751,34.04,-118.24,706600,15.81,90013
5752,37.1,-120.27,124000,14.0,93610
5757,33.16,-117.3,514000,15.72,92010
5758,37.88,-122.46,1714800,12.08,94920
5762,34.15,-118.26,444700,15.82,91203
5768,36.51,-119.54,190500,12.82,93631
5777,33.71,-117.25,281900,16.34,92587
5780,32.67,-117.02,389000,15.25,91902
5784,33.79,-117.84,594000,15.89,92866
5785,37.86,-122.49,1069500,12.08,94965
5786,37.85,-122.02,1218600,12.14,94507
5787,37.26,-121.77,676800,12.42,95138
5818,36.32,-121.25,236500,13.33,93927
5837,37.9,-121.61,484000,12.86,94505
5846,37.84,-122.12,702300,12.14,94556
5856,39.89,-121.58,190600,11.98,95954
5858,35.15,-119.46,76600,11.0,93268
5865,34.15,-118.49,965300,14.94,91436
5866,37.88,-122.27,926100,12.4,94709
5869,36.55,-121.89,954100,12.99,93923
5872,36.98,-121.96,585600,12.67,95010
5875,37.06,-122.02,627600,12.5,95066
5911,35.5,-119.28,112600,11.0,93263
5939,33.78,-118.03,471400,15.82,92845
5989,38.94,-122.78,245400,10.03,95451
6010,38.16,-120.86,236300,11.84,95252
6022,35.38,-120.84,553500,13.31,93442
6025,37.95,-121.31,204000,13.28,95203
6037,35.39,-119.02,127400,8.23,93301
6042,36.21,-119.09,131100,12.03,93247
6054,37.94,-122.32,473000,12.08,94805
6062,36.3,-119.13,141500,12.01,93221
6070,38.69,-121.45,270500,12.89,95673
6079,37.23,-121.98,1882800,12.09,95030
6087,35.12,-120.62,436200,13.39,93433
6097,37.89,-122.28,1107900,12.4,94707
6102,37.95,-122.54,774500,12.08,94904
6121,33.95,-118.08,441600,15.82,90670
6134,34.17,-118.31,500600,15.74,91502
6160,38.81,-121.17,434600,11.22,95650
6173,36.2,-121.13,218400,14.0,93930
6180,34.19,-118.77,436300,15.7,91377
6186,35.2,-118.83,111800,6.85,93203
6189,37.74,-122.24,801800,12.14,94502
6198,33.85,-118.04,396200,15.82,90623
6206,39.2,-121.2,332100,10.89,95946
6210,34.26,-118.46,471600,14.94,91345
6222,34.26,-116.81,188500,17.13,92314
6232,33.02,-117.27,782400,15.67,92007
6249,37.53,-122.25,1077900,12.1,94065
6263,34.4,-118.92,359800,15.66,93015
6273,37.92,-121.91,512700,12.5,94517
6286,35.16,-120.65,740300,13.39,93449
6289,37.22,-119.75,228500,14.0,93614
6312,37.71,-122.04,792800,12.15,94552
6315,37.66,-122.05,551500,12.16,94542
6351,32.66,-116.97,406600,15.09,91914
6357,34.44,-119.62,2175700,15.6,93108
6362,36.16,-120.35,115600,13.0,93210
6363,34.17,-118.05,787900,15.56,91024
6364,38.16,-121.7,339100,12.91,94571
6399,35.13,-117.97,96900,9.58,93505
6401,37.35,-119.64,195100,14.0,93644
6408,37.89,-122.26,1135100,12.4,94708
6413,38.79,-123.01,506000,10.7,95425
6416,37.0,-121.95,708700,12.67,95073
6417,36.6,-121.67,713600,12.99,93908
6444,36.09,-119.56,117700,12.25,93212
6470,37.15,-122.14,539500,12.17,95006
6484,37.8,-121.0,243000,12.72,95320
6486,33.79,-116.98,227300,16.87,92582
6546,33.87,-118.07,430800,15.82,90701
6548,34.4,-119.72,1090000,15.6,93109
6550,34.15,-116.3,146700,17.47,92252
6556,38.58,-121.49,360700,12.88,95811
6558,34.03,-117.31,303500,15.24,92313
6563,37.42,-122.16,1603700,12.09,94305
6575,34.12,-118.11,1768200,15.56,91108
6581,35.56,-120.71,568400,13.52,93465
6601,33.59,-117.83,920200,16.0,92657
6613,38.51,-122.46,888500,12.43,94574
6628,33.8,-118.17,416500,15.82,90755
6635,37.77,-122.39,1394100,12.16,94158
6643,34.24,-117.28,196200,14.89,92325
6693,39.35,-121.71,159400,12.18,95948
6714,38.77,-120.54,258300,5.51,95726
6744,34.49,-117.97,218600,13.34,93543
6746,37.61,-118.87,371500,7.13,93546
6772,35.26,-118.91,76000,5.88,93241
6784,34.16,-118.25,888200,15.82,91207
6787,33.99,-118.37,755700,15.79,90056
6796,40.7,-122.37,141000,8.53,96019
6825,37.4,-120.6,147000,14.0,95388
6831,36.74,-120.41,117700,14.0,93640
6843,34.08,-117.27,212100,15.08,92408
6854,33.72,-116.34,528600,21.61,92210
6862,35.56,-121.08,590600,13.51,93428
6895,34.07,-118.38,1079100,15.8,90211
6908,33.67,-117.66,415100,16.22,92610
6914,34.23,-116.91,264900,16.88,92315
6949,33.99,-117.04,267100,16.51,92320
6967,34.11,-118.45,1453000,15.74,90077
6968,37.07,-122.06,582300,12.5,95018
6996,33.81,-116.37,189600,17.3,92276
7010,37.92,-122.51,969500,12.08,94925
7024,38.35,-120.76,269200,11.7,95642
7026,33.83,-118.07,339900,15.82,90716
7036,38.33,-120.94,288000,11.67,95640
7045,33.88,-118.28,463700,15.81,90248
7052,39.54,-122.26,154000,11.99,95988
7069,37.99,-122.59,805000,12.2,94930
7112,38.58,-122.58,600300,12.35,94515
7117,35.68,-119.23,112600,11.0,93250
7119,39.08,-120.95,309500,10.61,95713
7132,36.48,-121.72,804700,12.99,93924
7139,33.97,-118.43,970500,15.8,90094
7155,33.95,-117.64,362900,16.0,91708
7161,36.75,-119.79,120100,13.32,93701
7162,37.94,-122.54,1001900,12.08,94939
7179,37.15,-121.98,919400,12.43,95033
7180,39.26,-121.69,181900,12.32,95953
7193,33.46,-117.66,822300,16.38,92624
7204,34.44,-117.52,204800,14.09,92371
7235,32.72,-116.83,527700,15.09,91935
7256,38.51,-123.0,423300,10.98,95446
7311,33.99,-118.15,407100,16.0,90040
7314,37.0,-120.63,154300,14.0,93620
7322,34.21,-118.23,625000,15.53,91020
7338,38.49,-122.9,461400,11.76,95436
7361,34.08,-117.11,241300,16.12,92359
7363,34.65,-120.17,490900,13.81,93463
7375,39.93,-120.97,176500,3.0,95971
7380,35.67,-118.46,115500,8.35,93240
7383,36.56,-121.92,1446700,12.99,93921
7398,36.43,-119.09,129300,12.52,93286
7434,34.48,-118.2,440100,13.08,93510
7446,37.01,-121.98,717800,12.67,95065
7452,33.81,-117.1,309000,16.46,92567
7454,37.87,-122.3,887600,12.4,94710
7461,37.23,-121.79,699700,12.42,95119
7528,36.94,-121.78,460200,12.75,95019
7550,36.3,-119.21,131400,12.26,93223
7611,38.88,-121.14,496600,11.23,95658
7621,34.11,-118.6,1025200,15.77,90290
7629,38.51,-121.1,412900,11.66,95683
7633,38.43,-120.57,221300,9.77,95666
7664,33.74,-117.98,563000,15.82,92655
7665,39.07,-120.72,325800,4.69,95631
7684,38.4,-121.23,510300,13.0,95693
7696,37.09,-122.09,609700,12.5,95005
7707,34.75,-117.34,176400,12.2,92342
7711,36.63,-119.67,158100,13.33,93625
7729,34.4,-119.3,500800,13.91,93022
7734,38.69,-120.81,246000,10.75,95619
7761,39.18,-120.14,468800,1.82,96145
7800,37.54,-120.78,206200,12.97,95316
7804,37.37,-122.22,2454500,12.0,94028
7826,35.1,-120.61,346200,13.4,93445
7897,40.51,-121.89,202500,11.48,96088
7920,37.46,-122.2,3203800,12.09,94027
7924,38.42,-120.8,302500,11.45,95685
7946,37.8,-122.4,1639500,12.15,94111
7949,38.13,-120.45,268100,9.0,95247
7958,37.09,-121.6,792100,12.75,95046
7981,37.94,-120.64,275400,12.81,95228
7993,34.83,-119.04,144100,8.84,93225
8039,38.8,-122.54,259100,11.51,95467
8058,35.05,-118.17,78500,7.5,93501
8060,38.75,-120.67,267900,6.57,95709
8073,34.21,-117.11,187700,14.88,92382
8094,38.63,-120.85,275800,10.73,95623
8105,38.4,-120.65,256700,9.75,95665
8123,35.44,-120.89,960100,13.49,93430
8140,33.73,-116.71,260400,16.34,92549
8141,37.68,-122.4,804000,12.08,94005
8151,38.72,-121.45,338900,12.29,95626
8170,37.23,-121.77,737000,12.42,95139
8201,39.0,-121.03,407600,11.25,95722
8222,39.07,-122.66,188500,10.07,95423
8235,34.96,-120.57,267700,13.19,93434
8246,36.74,-119.78,91100,13.32,93721
8267,36.14,-118.8,192900,11.54,93265
8279,40.3,-121.02,219600,3.0,96137
8289,40.89,-121.66,104300,12.0,96013
8343,39.81,-120.47,135400,2.19,96122
8346,36.15,-119.08,115900,12.04,93267
8358,34.6,-117.81,159800,12.0,93591
8362,38.19,-120.64,194900,11.44,95249
8414,36.43,-119.87,132600,13.34,93656
8418,38.32,-122.65,862200,12.44,94951
8457,34.06,-118.41,999200,16.0,90067
8474,38.07,-120.57,229900,12.48,95222
8484,36.54,-119.84,134400,13.33,93609
8529,39.63,-121.79,276300,12.4,95938
8535,38.37,-122.52,766900,12.44,95442
8603,34.26,-117.2,296000,14.89,92352
8616,32.89,-117.2,462900,15.67,92121
8641,38.4,-122.36,803100,12.43,94599
8647,38.89,-120.98,360000,11.24,95614
8663,40.3,-121.23,197800,3.0,96020
8669,40.05,-122.1,147800,11.68,96055
8684,38.05,-122.22,435300,12.18,94525
8696,39.24,-120.02,379300,1.8,96143
8778,37.21,-119.51,198400,14.0,93643
8808,35.96,-119.26,103200,11.76,93256
8860,37.07,-119.46,227000,14.0,93602
8862,38.92,-120.76,277800,7.38,95634
8895,36.71,-119.18,227900,13.25,93675
8962,35.36,-120.26,450700,13.32,93453
8995,34.06,-118.3,850600,15.81,90010
9009,36.39,-119.22,112800,12.85,93235
9015,36.31,-119.71,113600,12.83,93202
9028,33.33,-118.34,565600,16.25,90704
9038,36.44,-118.89,256900,12.02,93271
9082,39.18,-121.78,179500,12.42,95982
9138,40.3,-120.51,201500,3.0,96114
9182,39.68,-121.37,188900,11.18,95916
9234,41.21,-122.27,136200,4.71,96025
9239,38.41,-123.0,886100,11.76,95465
9243,38.86,-121.18,467900,11.23,95663
9249,37.53,-122.51,987100,12.09,94038
9299,39.42,-121.72,179900,11.15,95917
9308,34.24,-116.83,169500,17.14,92386
9331,37.54,-122.51,931100,12.09,94037
9360,36.44,-119.72,122100,13.2,93242
9373,33.31,-116.96,588500,15.78,92061
9446,34.68,-118.54,255600,9.4,93532
9455,38.24,-121.54,311000,13.1,95690
9471,38.72,-122.88,701200,11.01,95441
9539,34.85,-119.16,191900,7.72,93222
9609,35.76,-118.4,151500,9.99,93238
9630,38.42,-122.55,750700,12.44,95452
9637,40.17,-120.9,156700,3.0,95947
9685,34.88,-116.75,104200,12.85,92365
9701,38.33,-123.04,774900,11.76,94923
9712,38.32,-120.56,209200,9.76,95245
9727,38.82,-122.71,205100,10.68,95426
9742,39.23,-121.15,351900,10.59,95975
9774,32.87,-116.6,412700,15.0,91916
9788,39.18,-120.2,401900,2.29,96146
9817,39.0,-120.99,338500,10.9,95703
9831,37.17,-118.29,212300,5.8,93513
9834,35.81,-120.97,322800,13.0,93426
9838,33.7,-116.73,349200,16.34,92561
9864,33.75,-117.62,600500,16.23,92676
9871,39.3,-120.77,326900,5.87,95977
9893,38.59,-123.2,464400,10.67,95421
9896,37.27,-122.25,691000,12.0,94020
9922,38.47,-123.02,443500,11.68,95462
9938,39.23,-120.08,480400,1.81,96140
9966,38.48,-120.6,274000,7.38,95689
9981,39.88,-121.67,242100,11.99,95942
9983,38.01,-122.64,802100,12.2,94973
10101,38.11,-122.89,973600,11.75,94937
10112,37.32,-119.56,229500,14.0,93604
10144,39.06,-120.14,346000,2.69,96142
10166,39.08,-120.17,521200,2.59,96141
10180,34.09,-116.94,217900,16.49,92339
10189,38.52,-120.68,326600,10.45,95629
10198,38.65,-120.51,227300,7.45,95636
10210,34.26,-116.95,228000,16.51,92333
10222,39.24,-120.05,447900,1.81,96148
10228,38.73,-123.47,755700,10.05,95497
10231,39.32,-120.43,419600,3.27,95728
10237,34.15,-116.95,212000,16.5,92305
10239,34.93,-117.18,89700,13.8,92347
10245,34.23,-117.07,160700,15.6,92341
